start_point,end_point
93800315019,000fe95cf8935a7e2a902e94d0a4fe71de06259c8f7a60d36c3a4b09382d2b77
93800424452,001461ea6049581c5abe017d4eab8d2da631d11538b32be68e7ad281947318dc
93800892974,0025193b3ab1564cca0477d3b13275e276233532608b987c338eb54f75b4a3e6
93800207854,003a018e7f97d6c930b4269949ae5737976ab1e47b3c52f33b9b0f4e6edb433d
93800556515,003bb28a042631f01e986fc87a83e8773e0425e0ae5972080583c7be0fa486ab
93800372272,0044a3df3a3352939a82714c317d755fa4fb34803abd20cd204c82b3e6910820
93800003399,0044a3df3a3352939a82714c317d755fa4fb34803abd20cd204c82b3e6910820
93800559470,004865ea7066f5393741a300bd018689dffe40e693c1cd31e78a0160fd9c0cc6
93800668976,0049710f79d86e3479009b90b7843ab1ba9cab4b69ee070eaa8e49782c6a9212
93800121130,004a91163342b23bcc8b4489f1ed159d95c6235eea915d3c1c4a00c6c49010e4
93800506373,004a91163342b23bcc8b4489f1ed159d95c6235eea915d3c1c4a00c6c49010e4
93800597606,006449851f896484d8e12b30df3e5628e02913c0f3c7f09c94f1515df4d7c5df
93800952175,006b2f92d88cbeb00fccb252b286a5be134afbeae9b51dc6f4cc3a1c361bcb42
93800075341,0090cf01a96a29e1b7272c4ea3fdd48a7bd265701d706bab81447075f818958f
93800070219,00a055a44cc8523b39ca9f9427eb4e53e6b1c5284a1b15602bbc2d9233f360ce
93800923835,00a9f014dd2a7810e39e7c44665de2673e219107c0c83d619e8cb639bc5a087c
93800418742,00ad3eacf1a9dc96be1d9f0ae2bd8f7c759597ac115377fa7ab1767da17f1d15
93800289623,00adab4b70b2a37a4287c876fd85d7b5ebb1d068c81cdce4ff9cc480dc68c8d8
93800137117,00adab4b70b2a37a4287c876fd85d7b5ebb1d068c81cdce4ff9cc480dc68c8d8
93800545805,00adab4b70b2a37a4287c876fd85d7b5ebb1d068c81cdce4ff9cc480dc68c8d8
93800285705,00adab4b70b2a37a4287c876fd85d7b5ebb1d068c81cdce4ff9cc480dc68c8d8
93800845556,00adab4b70b2a37a4287c876fd85d7b5ebb1d068c81cdce4ff9cc480dc68c8d8
93800686686,00b2e5c0b27e2bf2f099cf731cc5128b8edaee31cb516cc0c7f4079978a2e145
93800177233,00c2f5f3633c0eca279c072ebf508910a0cc3218cc3a6ecdb7a2692656b0b7c8
93800863903,00c2f5f3633c0eca279c072ebf508910a0cc3218cc3a6ecdb7a2692656b0b7c8
