start_point,end_point
93800776655,00dd9f021ff7840c38ef65008a3e4df25796ea3c868a407cbb7873084c33b11f
93800354734,065c7903721466ddcf3f7f019bee3ceadb1bd2f3abc4f7672be8303069bc6373
93800179415,0a0e9491bf47451d9676af3b5bb96f10e9c258152aaf836b5561e678a05e7347
93800332560,0dc33eb2e2b93b7cd735b929d40accd219f7350271251d61b828c92106b1c2e1
93800232711,0e387b05cb37a779b7bb7f7415ed39d4cca715b43070c4138ae9ea1f95ac24b8
93800595023,0fffd037b9e65985fabc46d9770bcc3f3d0c50e20984ac58b7c9e581c2f51149
93800096691,125d817977080464e9d4ef36d3d59d3d1098ceda4662e38d1e7e24848b3f322b
93800101454,198b3430b431b254eb49c2f00200bf7db7f698de49cff4c98cc6014f46ef1b16
93800755356,1c7ab565a6063cdacd376b4bcb76e940bac24c29326153d83b70e2d4e802a361
93800049171,1d052f790c09fca08c48fe5ce3ac9fb77e48feae0977352a93aa8b465d260066
93800201182,1e6e9aa356535de55cac226900ed35e2fbd600c22449b74a5dab38dcbd80efe5
93800708606,2154802178e53fc63b7769e2f968fb774c6f21cad169c21df1409fbb9545260f
93800269501,231a441a4a32e5c37cf15c90b8788bd06ec16f1ef48558e5e50d4d7e4f1fb655
93800844930,2446d1a44caaa6f773c1e33f7986c1ba6ff5f87835bb5c27f4eb8599ff02f7f7
93800314971,247fb7c92a28015b108457ecf42ff3f473ac11e34c0cababb7ed7041ae6fc089
93800387094,2b8874b71ae9049ce18618f04d03681b1c203d9cda4aea55c14af42e05cbe05a
93800152690,2ec63672b7cbec1438be9beac62b150d6c4c60401300b8fe9a1fd520eabce95b
93800303574,2f43cd971ac31c4c5b9ab55e5f2d1bc5cec858d87df42cecaf74ca0beab83116
93800773890,32122635b18475ae875fad882459aa446e347c25de9d6d3b01ea87c5119ca8a9
93800272373,32146fed0ff882f8d7574804fdb178f83de14a130b166a1d8c0bd749031e22e7
93800294121,325f6ab1443c828662dec0362b8bb47b15d1a1bcff067e0286d9583c5a6b3a34
93800362318,3509d8f8d16a3eb05393e65c086c67c8dc2addc27a06022e48b95040cbd873e8
93800979998,351042a60a6c41f5f65adbc9c6cd955d278478144d2000226179e2b4d97eab3f
93800295535,38b71ed91f7cfb87c4cede8e2f850f1bad26f93d1fa8c154289a6522d33faa6f
93800005064,3beb998f5a05a471402085b06c75a17e60bc12a7a39be5f0329d75a662955ade
93800915397,3c7b08333cf51fc48581377752d96df2f38c7c03c74b5af4a3ba6f0c24a5ea52
